CID,Date of Last Certification,Brand,Product,Model Number,Category,Hardware Version,Firmware Version,Operating System,Frequency Band(s),2.4 GHz Spectrum Capabilities,5 GHz Spectrum Capabilities,6 GHz Spectrum Capabilities,Additional Features,CWG-RF,Miracast®,Passpoint®,Protected Management Frames,Spectrum & Regulatory,Sub-1 GHz Spectrum Capabilities,TDLS,Voice-Enterprise,Wi-Fi Aware™,Wi-Fi Agile Multiband™,Wi-Fi CERTIFIED 7™,Wi-Fi CERTIFIED HaLow™,Wi-Fi CERTIFIED WiGig™,Wi-Fi CERTIFIED 6®,Wi-Fi CERTIFIED™ a,Wi-Fi CERTIFIED™ ac,Wi-Fi CERTIFIED™ b,Wi-Fi CERTIFIED™ g,Wi-Fi CERTIFIED™ n,Wi-Fi Data Elements™,Wi-Fi Easy Connect™,Wi-Fi EasyMesh™,Wi-Fi Home Design™,Wi-Fi Location™,Wi-Fi Optimized Connectivity™,Wi-Fi Protected Setup™,Wi-Fi Enhanced Open™,Wi-Fi QoS Management™,Wi-Fi Vantage™,WMM®,WMM®-Admission Control,WMM®-Power Save,WPA2™-Enterprise,WPA2™-Personal,Wi-Fi Direct®,WPA3™-Enterprise,WPA3™-Personal
WFA130441,2024-09-06,Vodafone Group PLC,Ultra Hub 7 Fibre,FG4278VF,Routers,PCIe,,Linux,2.4 GHz; 5 GHz,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes
WFA130312,2024-03-13,Microsoft,Surface Pro Tablet (WCN785x),Surface Pro Tablet (WCN785x),"Tablets, Ereaders & Cameras",PCIe,,Windows,2.4 GHz; 5 GHz; 6 GHz,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes
WFA130312,2024-03-13,Microsoft,Surface Pro Tablet (WCN785x),Surface Pro Tablet (WCN785x),"Tablets, Ereaders & Cameras",PCIe,,Windows,2.4 GHz; 5 GHz; 6 GHz,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes
WFA130325,2024-03-12,Microsoft,Surface Laptop (WCN785x),"2036,2037",Computers & Accessories,PCIe,,Windows,2.4 GHz; 5 GHz; 6 GHz,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes
WFA130312,2024-03-11,Microsoft,Surface Pro Tablet (WCN785x),Surface Pro Tablet (WCN785x),"Tablets, Ereaders & Cameras",PCIe,,Windows,2.4 GHz; 5 GHz; 6 GHz,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes
WFA130284,2024-05-28,"Huawei Technologies Co., Ltd.",Wireless LAN Access Point,AirEngine6776-56TP,Routers,SPI&HSI,,HongMeng,2.4 GHz; 5 GHz,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes
WFA130218,2024-11-04,"Huawei Technologies Co., Ltd.",Optical Network Terminal,OptiXstar K251-20,Routers,PCIe,,Linux; Linux,2.4 GHz; 5 GHz,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Yes
WFA128235,2024-05-28,Buffalo Inc.,BUFFALO AirStation WXR18000BE10P,WXR18000BE10P,Routers,PCIe,,Linux 5.4.246; Linux 5.4.246,2.4 GHz; 5 GHz; 6 GHz,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes
WFA126941,2024-03-22,Lumen Technologies,Wi-Fi 7 Router,W1700K,Routers,PCIe,,Linux,2.4 GHz; 5 GHz; 6 GHz,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes
WFA127037,2024-03-22,Lumen Technologies,Wi-Fi 7 Router/AP,W1701K,Routers,PCIe,,Linux,2.4 GHz; 5 GHz; 6 GHz,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes
WFA130163,2024-10-21,MediaTek Inc.,MediaTek MT6653,MediaTek MT6653,Phones,PCIe; PCIe,,Android 15; Android 15,2.4 GHz; 5 GHz; 6 GHz,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WFA130158,2024-06-07,TP-Link Systems Inc.,BE11000 Whole Home Mesh Wi-Fi 7 System,Deco BE65,Routers,PCIE,,Linux,2.4 GHz; 5 GHz; 6 GHz,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes
WFA130155,2024-06-21,"Huawei Technologies Co., Ltd.",Wireless LAN Access Point,AirEngine6776-57T,Routers,SPI&HSI,,HongMeng,2.4 GHz; 5 GHz; 6 GHz,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes
WFA130057,2024-03-08,Fujitsu Client Computing Limited,M.2 Module / FCZSW11E39889-11be,FCZSW11E39889-11be,Other,PCIe,,Windows 11,2.4 GHz; 5 GHz; 6 GHz,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes
WFA127411,2024-03-13,Intel,Intel® Wi-Fi 7 BE200,BE200,Computers & Accessories,PCIe,,Linux,2.4 GHz; 5 GHz; 6 GHz,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes
WFA129996,2024-07-08,ZTE Corporation,XGS-PON ONT,ZXHN F8748Q V2.0,Routers,PCIE,,Linux; Linux,2.4 GHz; 5 GHz; 6 GHz,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes
WFA129986,2024-07-26,Vodafone Group PLC,Ultra HUB7,DG4278VF,Routers,PCIe,,Linux,2.4 GHz; 5 GHz,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes
WFA128762,2024-03-26,Askey Computer Corporation,Business 5G Gateway,NCM1120D2-D323,Routers,PCIe Gen3,,Linux; Linux,2.4 GHz; 5 GHz,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes
WFA128809,2024-04-26,H3C,H3C WA7638 WLAN AP with H3C WX Series WLAN Controller,H3C WA7638 WLAN AP with H3C WX Series WLAN Controller,Routers,PCIE,,Comware,2.4 GHz; 5 GHz; 6 GHz,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes
WFA129818,2024-07-19,"Huawei Technologies Co., Ltd.",Optical Network Terminal,OptiXstar HG8145B7N,Routers,PCIe,,Linux; Linux,2.4 GHz; 5 GHz,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes
WFA129791,2024-02-23,"Beijing Xiaomi Electronics Co., Ltd.",Xiaomi Router 10000,RC01,Routers,"USB, PCIe, Ethernet port",,Linux 5.4.213,2.4 GHz; 5 GHz,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes
WFA129748,2024-04-23,TP-Link Systems Inc.,BE19000 Tri-Band Wi-Fi 7 Router,Archer BE805,Routers,PCIE,,Linux 5.4,2.4 GHz; 5 GHz; 6 GHz,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes
WFA128369,2024-04-09,Askey Computer Corporation,5G Wi-Fi Router,ASK-NCM1100E,Routers,PCIe,,Linux,2.4 GHz; 5 GHz; 6 GHz,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes
WFA129491,2024-01-11,Qualcomm,Qualcomm FastConnect 7800 Wi-Fi 7 Network Adapter,NCM835,Computers & Accessories,PCIe,,Windows,2.4 GHz; 5 GHz; 6 GHz,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes
WFA129490,2024-01-11,Qualcomm,Qualcomm FastConnect 7800 Wi-Fi 7 Network Adapter,NCM825,Computers & Accessories,PCIe,,Windows,2.4 GHz; 5 GHz; 6 GHz,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes
WFA129486,2024-01-11,Qualcomm,Qualcomm FastConnect 7800 Wi-Fi 7 Network Adapter,NCM825A,Computers & Accessories,PCIe,,Windows,2.4 GHz; 5 GHz; 6 GHz,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes
WFA129484,2024-01-11,Qualcomm,Qualcomm FastConnect 7800 Wi-Fi 7 High Band Simultaneous Network Adapter,NCM865A,Computers & Accessories,PCIe,,Windows,2.4 GHz; 5 GHz; 6 GHz,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes
WFA127020,2024-02-29,ZTE Corporation,Wireless Router,NH8091,Routers,IPQ9570 SOC; QCN6224/QCN6224:PCI-e,,Linux5.4; Linux5.4,2.4 GHz; 5 GHz,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes
WFA124510,2024-04-25,"Huawei Technologies Co., Ltd.",Wireless LAN Access Point,AirEngine8771-X1T,Routers,PCIe,,Linux,2.4 GHz; 5 GHz; 6 GHz,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes
WFA127411,2024-01-05,Intel,Intel® Wi-Fi 7 BE200,BE200,Computers & Accessories,PCIe,,Linux,2.4 GHz; 5 GHz; 6 GHz,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes
WFA127411,2024-01-05,Intel,Intel® Wi-Fi 7 BE200,BE200,Computers & Accessories,PCIe,,Windows 11,2.4 GHz; 5 GHz; 6 GHz,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes
WFA126676,2024-01-05,MaxLinear Inc.,Maxlinear Wi-Fi 7 Triband Access Point,ZURX851-HDK-2,Routers,PCIe4.0,,Linux Kernel 5.15,2.4 GHz; 5 GHz; 6 GHz,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes
WFA127733,2024-01-05,"Ruckus Wireless, Inc.",W870 Wi-Fi 7 Testbed AP,W870,Routers,UART,,Linux,2.4 GHz; 5 GHz; 6 GHz,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes
WFA127760,2024-01-05,Broadcom Corporation,BCM94916R6726W7,BCM94916R6726W7,Routers,PCIe,,Linux,2.4 GHz; 5 GHz; 6 GHz,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes
WFA127787,2024-01-05,Broadcom Corporation,BCM4398,BCM4398,Other,PCIE,,Linux,2.4 GHz; 5 GHz; 6 GHz,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes
WFA126692,2024-01-05,MediaTek Inc.,MediaTek Filogic-880-STA - MT7990,MediaTek Filogic-880-STA - MT7990,Other,PCIe,,Linux,2.4 GHz; 5 GHz; 6 GHz,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes
WFA122279,2024-01-05,MediaTek Inc.,MediaTek Filogic-880-AP - MT7990,MediaTek Filogic-880-AP - MT7990,Other,PCIe,,Linux; Linux,2.4 GHz; 5 GHz; 6 GHz,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes
WFA127693,2024-01-05,Qualcomm,Qualcomm FastConnect 7800 Mobile Connectivity system,WCN7850,Computers & Accessories,PCIe,,Ubuntu 20.04 Kernel 5.15.24+,2.4 GHz; 5 GHz; 6 GHz,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes
WFA127489,2024-01-05,Qualcomm,Qualcomm FastConnect 7800 Mobile Connectivity system,NCM865,Computers & Accessories,PCIe,,Windows,2.4 GHz; 5 GHz; 6 GHz,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes
WFA128184,2024-01-05,Qualcomm,Qualcomm Networking Pro Tri-Band Wi-Fi 7 Platform,IPQ9574,Other,UART,,Linux,2.4 GHz; 5 GHz; 6 GHz,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes
WFA128185,2024-01-05,Qualcomm,Qualcomm Networking Pro Quad-Band Wi-Fi 7 Platform,IPQ9574-2,Other,UART,,Linux,2.4 GHz; 5 GHz; 6 GHz,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes
WFA126057,2023-12-29,MediaTek Inc.,MediaTek Filogic 360 - MT7925,MediaTek Filogic 360 - MT7925,Other,NGFF,,Windows,2.4 GHz; 5 GHz; 6 GHz,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
WFA127037,2023-12-29,Lumen Technologies,Wi-Fi 7 Router/AP,W1701K,Routers,PCIe,,Linux,2.4 GHz; 5 GHz; 6 GHz,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes
WFA126057,2023-12-28,MediaTek Inc.,MediaTek Filogic 360 - MT7925,MediaTek Filogic 360 - MT7925,Other,NGFF,,Windows,2.4 GHz; 5 GHz; 6 GHz,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
WFA129344,2024-05-02,"Nokia Shanghai Bell Co., Ltd.",Nokia WiFi Beacon 24,Beacon 24,Routers,PCIe,,Linux,2.4 GHz; 5 GHz; 6 GHz,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes
WFA128339,2024-03-26,"Nubia Technology Co., Ltd.",5G Multi-Mode Digital Mobile Phone,NX721J,Phones,PCIe,,Android 14,2.4 GHz; 5 GHz,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes
WFA128157,2023-12-28,Samsung Electronics,TV/Monitor/AV,MT7925 Module,Televisions & Set Top Boxes,USB,,Linux 5.4,2.4 GHz; 5 GHz; 6 GHz,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes
WFA128856,2024-01-12,Sagemcom Broadband SAS,F@st5698E,F@st5698E,Routers,PCIE,,Linux,2.4 GHz; 5 GHz; 6 GHz,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes
WFA126941,2023-12-25,Lumen Technologies,Wi-Fi 7 Router,W1700K,Routers,PCIe,,Linux,2.4 GHz; 5 GHz; 6 GHz,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes
WFA129313,2024-05-23,Realtek Semiconductor Corporation,RTL8922AE 802.11be and Bluetooth combo module,RTL8922,Computers & Accessories,PCIE,,Windows,2.4 GHz; 5 GHz; 6 GHz,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes
WFA129269,2024-05-08,"Google, Inc.","G2YBB, GUR25, G1B60","G2YBB, GUR25, G1B60",Phones,PCIe; PCIe,,Android; Android,2.4 GHz; 5 GHz; 6 GHz,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WFA127969,2023-12-29,Samsung Electronics,SM-S928U,SM-S928U,Phones,PCIe; PCIe,,Android 14.0; Android 14.0,2.4 GHz; 5 GHz; 6 GHz,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WFA128978,2023-12-25,TP-Link Systems Inc.,BE19000 Tri-Band Wi-Fi 7 Router,Archer BE800,Routers,PCIE,,Linux,2.4 GHz; 5 GHz; 6 GHz,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes
WFA128780,2023-12-26,TP-Link Systems Inc.,BE22000 Whole Home Mesh Wi-Fi 7 System,Deco BE85,Routers,PCIE,,Linux 5.4,2.4 GHz; 5 GHz; 6 GHz,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes
WFA128691,2024-07-18,Buffalo Inc.,BUFFALO AirStation WXR9300BE6P,WXR9300BE6P,Routers,PCIe2-1L; PCIe3-2L+1L,,Linux; Linux; Linux,2.4 GHz; 5 GHz; 6 GHz,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes
WFA128463,2024-01-15,Zyxel Communications Corporation,Tri-Band Wireless BE19000 10G Ethernet IAD with SFP+,EE6601-00,Routers,PCIe,,Linux version 4.19.275,2.4 GHz; 5 GHz; 6 GHz,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes
WFA128235,2023-12-28,Buffalo Inc.,BUFFALO AirStation WXR18000BE10P,WXR18000BE10P,Routers,PCIe,,Linux 5.4.246; Linux 5.4.246,2.4 GHz; 5 GHz; 6 GHz,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes
WFA120654,2024-01-05,MediaTek Inc.,MediaTek MT6639,MediaTek Dimensity 9200/9300,Phones,AXI; AXI,,Android 14; Android 14,2.4 GHz; 5 GHz; 6 GHz,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
